,ad_c_direct_mail_id,ad_c_direct_mail_initiative_id,ad_c_direct_mail_mail_type,ad_c_direct_mail_carrier,ad_c_direct_mail_tracking_id,ad_c_direct_mail_sent_date,ad_c_direct_mail_delivered_date,ad_c_direct_mail_response,ad_c_direct_mail_updated_by,ad_c_direct_mail_updated_time,ad_c_direct_mail_created_by,ad_c_direct_mail_created_time
499,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
500,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
501,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
502,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
503,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
504,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
505,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
506,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
507,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
508,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
509,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
510,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
511,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
512,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
513,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
514,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
515,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
516,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
517,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
518,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
519,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
520,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
521,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
522,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
523,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
524,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
525,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
526,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
527,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
528,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
529,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
530,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
531,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
532,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
533,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
534,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
535,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
536,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
537,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
538,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
539,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
540,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
541,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
542,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
543,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
544,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
545,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
546,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
547,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
548,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
549,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
550,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
551,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
552,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
553,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
554,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
555,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
556,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
557,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
558,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
559,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
560,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
561,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
562,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
563,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
564,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
565,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
566,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
567,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
568,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
569,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
570,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
571,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
572,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
573,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
574,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
575,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
576,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
577,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
578,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
579,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
580,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
581,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
582,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
583,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
584,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
585,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
586,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
587,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
588,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
589,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
590,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
591,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
592,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
593,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
594,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
595,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
596,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
597,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
598,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
599,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
600,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
601,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
602,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
603,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
604,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
605,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
606,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
607,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
608,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
609,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
610,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
611,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
612,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
613,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
614,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
615,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
616,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
617,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
618,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
619,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
620,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
621,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
622,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
623,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
624,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
625,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
626,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
627,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
628,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
629,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
630,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
631,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
632,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
633,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
634,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
635,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
636,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
637,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
638,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
639,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
640,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
641,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
642,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
643,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
644,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
645,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
646,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
647,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
648,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
649,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
650,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
651,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
652,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
653,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
654,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
655,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
656,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
657,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
658,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
659,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
660,ACEI50c2e82ddd501,IN50c2e82ddd501,letter,DHL,tid_50c2e82ddd501,2020-11-18,2021-01-03,1,User,2021-01-05,User,2022-01-20
661,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
662,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
663,ACEI50c2e82ddd503,IN50c2e82ddd503,letter,Amazon,tid_50c2e82ddd503,2020-12-09,2022-04-29,0,User,2022-05-05,User,2020-08-17
664,ACEI50c2e82ddd502,IN50c2e82ddd502,letter,Amazon,tid_50c2e82ddd502,2021-09-21,2022-02-18,1,User,2022-02-20,User,2021-02-22
665,ACEI50c2e82ddd500,IN50c2e82ddd500,package,Amazon,tid_50c2e82ddd500,2022-12-05,2021-11-23,0,User,2021-11-24,User,2022-05-21
